state,year,urate,children,nonwhite,finc,earn,age,ed,work,unearn
22,1992,8.5,0,0,56980.359943,13727.726301,49,7,0,43.252633642
22,1992,8.5,1,1,8236.635780500001,8236.635780500001,49,10,1,0
22,1992,8.5,1,1,17285.495367,17159.657876,28,11,0,.12583749109
22,1992,8.5,0,1,11439.771917,11439.771917,40,11,1,0
22,1992,8.5,2,0,29148.538845,25167.498218,36,10,1,3.9810406272
22,1992,8.5,0,0,29743.406985,29743.406985,23,10,1,0
22,1992,8.5,0,1,26311.47541,26311.47541,51,7,1,0
22,1992,8.5,1,1,4663.9950107,0,24,7,0,4.663995010700001
22,1992,8.5,3,0,6699.1304348,0,32,10,0,6.699130434800001
22,1992,8.5,1,1,6452.0313614,4164.0769779,33,11,1,2.2879543835
22,1992,8.5,0,1,5276.0228083,0,28,9,0,5.2760228083
22,1992,8.5,2,1,17846.044191,13727.726301,40,9,1,4.1183178902
22,1992,8.5,0,0,86838.164647,80078.403421,20,11,1,6.7597612259
22,1992,8.5,0,1,7591.4326443,0,45,7,0,7.5914326443
22,1992,8.5,0,1,14986.101212,14871.703493,37,9,1,.11439771917
22,1992,8.5,3,1,5504.8182466,0,35,11,0,5.5048182466
22,1992,8.5,5,1,8236.635780500001,0,32,10,0,8.2366357805
22,1992,8.5,5,1,2319.9857448,0,28,10,0,2.3199857448
22,1992,8.5,1,1,4422.6158232,0,40,9,0,4.4226158232
22,1992,8.5,0,1,6122.5659301,0,52,11,0,6.122565930099999
22,1992,8.5,2,1,2287.9543835,2287.9543835,44,10,1,0
22,1992,8.5,3,1,17498.275125,0,45,7,0,17.498275125
22,1992,8.5,1,0,3500.5702067,3500.5702067,39,3,1,0
22,1992,8.5,0,1,8007.8403421,0,23,9,0,8.0078403421
22,1992,8.5,0,1,31688.168211,31688.168211,23,11,1,0
22,1992,8.5,1,0,257.39486814,0,28,11,0,.25739486814
22,1992,8.5,0,0,64770.844619,45759.087669,28,0,0,19.011756949
22,1992,8.5,2,1,3756.8210976,846.5431218799999,34,10,0,2.9102779758
22,1992,8.5,3,1,6699.1304348,0,31,11,0,6.699130434800001
22,1992,8.5,4,1,24023.521026,17159.657876,20,10,0,6.8638631504
22,1992,8.5,3,1,2635.7234498,0,25,11,0,2.6357234498
22,1992,8.5,1,1,22307.555239,22307.555239,41,7,1,0
22,1992,8.5,2,0,18279.611547,457.59087669,40,7,0,17.82202067
22,1992,8.5,0,1,36178.278689,34862.704918,23,11,1,1.3155737705
22,1992,8.5,5,1,12707.298646,0,33,11,0,12.707298646
22,1992,8.5,1,0,9694.0627227,9692.918745499999,21,11,1,.0011439771917
22,1992,8.5,0,1,21415.253029,21415.253029,26,7,1,0
22,1992,8.5,3,1,31335.823236,28370.634355,40,11,1,2.965188881
22,1992,8.5,0,0,20591.589451,20591.589451,32,11,1,0
22,1992,8.5,0,1,7207.0563079,0,49,7,0,7.2070563079
22,1992,8.5,3,1,6699.1304348,0,30,10,0,6.699130434800001
22,1992,8.5,0,0,17159.657876,17159.657876,21,10,1,0
22,1992,8.5,2,1,23021.397006,0,21,11,0,23.021397006
22,1992,8.5,2,1,8346.4575909,0,38,11,0,8.3464575909
22,1992,8.5,0,0,39421.454027,26311.47541,43,7,0,13.109978617
22,1992,8.5,0,1,16015.680684,16015.680684,47,7,1,0
22,1992,8.5,0,1,69010.42409099999,68409.836066,22,11,0,.60058802566
22,1992,8.5,0,0,5820.5559515,0,39,7,0,5.8205559515
22,1992,8.5,1,0,4420.3278689,0,44,9,0,4.4203278689
22,1992,8.5,0,0,19020.908767,773.32858161,51,3,1,18.247580185
22,1992,8.5,0,1,9380.612972200001,9380.612972200001,35,3,1,0
22,1992,8.5,0,0,13613.328582,13613.328582,42,10,1,0
22,1992,8.5,0,1,4639.9714897,0,47,10,0,4.639971489700001
22,1992,8.5,0,1,25167.498218,25167.498218,41,10,1,0
22,1992,8.5,2,1,6845.5595153,800.78403421,24,11,1,6.0447754811
22,1992,8.5,2,1,5818.2679971,0,35,7,0,5.8182679971
22,1992,8.5,0,0,9609.4084105,0,50,0,0,9.6094084105
22,1992,8.5,1,1,5820.5559515,0,30,7,0,5.8205559515
22,1992,8.5,0,0,37055.709195,24824.305061,53,10,0,12.231404134
22,1992,8.5,1,0,11439.771917,11439.771917,44,9,1,0
22,1992,8.5,0,0,17667.583749,0,42,9,0,17.667583749
22,1992,8.5,2,1,6108.8382038,274.55452602,29,11,1,5.8342836778
22,1992,8.5,1,1,10385.024947,400.39201711,39,9,0,9.9846329294
22,1992,8.5,0,1,30458.39273,30315.395581,52,10,1,.14299714897
22,1992,8.5,1,0,6661.3791875,2241.0513186,20,10,1,4.4203278689
22,1992,8.5,0,0,15813.196721,11392.868852,23,10,1,4.4203278689
22,1992,8.5,0,1,37476.692801,37247.897363,53,10,1,.22879543835
22,1992,8.5,0,0,14642.908054,7092.6585887,27,7,0,7.5502494654
22,1992,8.5,0,1,20419.992872,17022.380613,53,9,1,3.3976122594
22,1992,8.5,2,1,2608.2679971,0,30,11,0,2.6082679971
22,1992,8.5,0,1,27879.86814,27855.844619,47,7,1,.024023521026
22,1992,8.5,0,1,11874.48325,0,47,7,0,11.87448325
22,1992,8.5,2,1,6735.7377049,0,44,9,0,6.7357377049
22,1992,8.5,0,0,12583.749109,12583.749109,48,10,1,0
22,1992,8.5,0,0,28607.437634,28599.429793,30,9,1,.0080078403421
22,1992,8.5,0,1,6074.5188881,6074.5188881,27,7,1,0
22,1992,8.5,0,1,8030.719886,0,25,11,0,8.030719886
22,1992,8.5,1,1,29285.816108,29285.816108,35,7,1,0
22,1992,8.5,1,0,4420.3278689,0,24,10,0,4.4203278689
22,1992,8.5,1,1,31140.203136,28257.380613,48,7,1,2.8828225232
22,1992,8.5,0,1,14299.714897,14299.714897,35,7,1,0
22,1992,8.5,0,0,20648.788311,20591.589451,53,10,1,.057198859587
22,1992,8.5,0,1,22290.395581,16930.862438,25,7,1,5.3595331433
22,1992,8.5,1,1,16743.250178,14871.703493,27,9,1,1.8715466857
22,1992,8.5,1,1,16015.680684,16015.680684,44,10,1,0
22,1992,8.5,0,0,20275.851746,9151.817533900001,43,10,1,11.124034212
22,1992,8.5,0,0,27384.526016,27341.054882,53,11,1,.043471133286
22,1992,8.5,1,1,1372.7726301,0,20,11,0,1.3727726301
22,1992,8.5,2,0,31721.34355,23497.291518,40,9,1,8.224052031400001
22,1992,8.5,2,1,5719.8859587,5719.8859587,29,10,1,0
23,1992,7.5999999,3,1,6822.6799715,0,35,10,0,6.822679971499999
23,1992,7.5999999,1,0,5198.2323592,0,29,7,0,5.1982323592
23,1992,7.5999999,1,1,23218.161083,18761.225944,24,11,1,4.456935139
23,1992,7.5999999,1,0,3182.5445474,0,26,9,0,3.1825445474
23,1992,7.5999999,0,1,1516.9137562,0,28,11,0,1.5169137562
23,1992,7.5999999,3,1,6589.3086244,0,36,10,0,6.589308624399999
23,1992,7.5999999,1,1,6424.5759088,0,29,11,0,6.424575908800001
23,1992,7.5999999,0,0,2388.6243763,0,53,10,0,2.3886243763
23,1992,7.5999999,3,0,0,0,23,11,0,0
23,1992,7.5999999,1,0,5427.0277976,3889.5224519,37,11,1,1.5375053457
23,1992,7.5999999,2,1,5532.2736992,0,33,9,0,5.5322736992
23,1992,7.5999999,0,0,73521.126158,53766.928011,31,0,1,19.754198147
23,1992,7.5999999,5,1,11586.200998,0,29,11,0,11.586200998
23,1992,7.5999999,1,1,11935.114041,0,40,10,0,11.935114041
23,1992,7.5999999,1,1,31888.36422,27283.856023,35,11,1,4.604508196699999
23,1992,7.5999999,0,0,16432.088382,16015.680684,47,11,1,.41640769779
23,1992,7.5999999,1,0,4615.9479686,0,24,11,0,4.6159479686
23,1992,7.5999999,3,1,3411.3399857,0,32,10,0,3.4113399857
23,1992,7.5999999,1,0,2393.2002851,0,22,9,0,2.3932002851
23,1992,7.5999999,1,0,4118.3178902,0,36,9,0,4.1183178902
23,1992,7.5999999,0,0,9838.203848900001,2974.3406985,22,9,1,6.8638631504
23,1992,7.5999999,3,1,6822.6799715,0,31,10,0,6.822679971499999
23,1992,7.5999999,3,1,2143.8132573,0,31,10,0,2.1438132573
23,1992,7.5999999,1,1,23218.161083,18761.225944,39,11,1,4.456935139
23,1992,7.5999999,0,0,36761.707056,24137.918746,23,11,0,12.623788311
23,1992,7.5999999,0,0,31055.548824,31033.813257,32,10,1,.021735566643
23,1992,7.5999999,2,0,35510.196009,17473.107627,33,11,1,18.037088382
23,1992,7.5999999,4,0,10112.758375,0,31,10,0,10.112758375
23,1992,7.5999999,0,0,10266.051319,3431.9315752,43,9,0,6.8341197434
23,1992,7.5999999,3,1,16058.00784,3431.9315752,36,3,0,12.626076265
23,1992,7.5999999,0,1,0,0,50,11,0,0
23,1992,7.5999999,0,0,2144.9572345,0,50,7,0,2.1449572345
23,1992,7.5999999,0,0,74283.014968,72528.15395599999,20,11,1,1.7548610121
23,1992,7.5999999,2,1,3541.7533856,0,28,9,0,3.5417533856
23,1992,7.5999999,1,0,6452.0313614,4164.0769779,32,9,1,2.2879543835
23,1992,7.5999999,0,1,7495.3385602,0,28,7,0,7.4953385602
23,1992,7.5999999,1,0,5198.2323592,0,27,10,0,5.1982323592
23,1992,7.5999999,2,0,5400.7163222,0,43,10,0,5.4007163222
23,1992,7.5999999,2,0,20820.38489,0,37,11,0,20.82038489
23,1992,7.5999999,1,0,4804.7042053,0,25,10,0,4.804704205299999
23,1992,7.5999999,0,0,36761.707056,24137.918746,25,7,1,12.623788311
23,1992,7.5999999,0,0,33826.261582,133.84533143,41,0,1,33.692416251
23,1992,7.5999999,1,0,4681.1546686,343.19315752,23,11,1,4.337961511
23,1992,7.5999999,0,0,23499.579473,13384.533143,54,10,1,10.115046329
23,1992,7.5999999,0,0,41972.523165,23565.93015,32,7,0,18.406593015
23,1992,7.5999999,0,0,8401.3684961,0,26,10,0,8.4013684961
23,1992,7.5999999,1,0,0,0,28,9,0,0
23,1992,7.5999999,0,0,6410.8481825,0,44,7,0,6.4108481825
23,1992,7.5999999,0,0,1372.7726301,0,33,7,0,1.3727726301
23,1992,7.5999999,0,0,82849.11618,82366.35780500001,33,11,1,.48275837491
23,1992,7.5999999,1,1,6822.6799715,0,21,9,0,6.822679971499999
23,1992,7.5999999,1,1,11439.771917,11439.771917,28,10,1,0
23,1992,7.5999999,0,0,411.83178902,0,46,0,0,.4118317890199999
23,1992,7.5999999,1,0,6816.9600855,6322.7619387,41,7,0,.49419814683
23,1992,7.5999999,0,0,411.83178902,0,49,0,0,.4118317890199999
23,1992,7.5999999,0,0,18307.066999,0,20,11,0,18.307066999
23,1992,7.5999999,0,0,6410.8481825,0,48,7,0,6.4108481825
23,1992,7.5999999,4,0,1725.1176051,0,25,10,0,1.7251176051
23,1992,7.5999999,1,0,54910.905203,54910.905203,23,11,1,0
23,1992,7.5999999,4,1,2635.7234498,0,26,11,0,2.6357234498
23,1992,7.5999999,1,0,8122.2380613,3660.7270135,21,11,1,4.461511047799999
23,1992,7.5999999,1,1,5902.9223093,1143.9771917,29,11,1,4.758945117600001
23,1992,7.5999999,0,0,9294.814682800001,0,41,0,0,9.2948146828
23,1992,7.5999999,1,0,4358.5531005,0,34,7,0,4.3585531005
23,1992,7.5999999,0,0,6050.4953671,0,25,10,0,6.0504953671
23,1992,7.5999999,0,1,9198.7205987,0,52,7,0,9.1987205987
23,1992,7.5999999,1,0,30658.588738,28599.429793,37,11,1,2.0591589451
23,1992,7.5999999,0,0,228.79543835,228.79543835,22,11,1,0
23,1992,7.5999999,0,0,411.83178902,0,35,0,0,.4118317890199999
23,1992,7.5999999,2,0,6452.0313614,0,42,10,0,6.4520313614
23,1992,7.5999999,0,0,2168.9807555,1221.7676408,48,11,1,.94721311475
23,1992,7.5999999,1,0,19848.004277,15443.692088,33,11,1,4.4043121882
23,1992,7.5999999,0,0,53995.72345,53766.928011,53,11,1,.22879543835
23,1992,7.5999999,0,1,4575.9087669,0,51,10,0,4.5759087669
23,1992,7.5999999,0,0,2859.9429793,0,52,9,0,2.8599429793
23,1992,7.5999999,0,0,37490.420527,31436.493229,33,7,1,6.0539272986
23,1992,7.5999999,2,1,4919.1019244,4003.9201711,25,11,1,.9151817533900001
23,1992,7.5999999,0,0,48053.905916,35536.507484,24,10,1,12.517398432
23,1992,7.5999999,0,0,32690.292231,32690.292231,54,10,1,0
23,1992,7.5999999,0,1,17644.704205,1715.9657876,26,10,0,15.928738418
23,1992,7.5999999,0,0,36761.707056,24137.918746,26,7,1,12.623788311
23,1992,7.5999999,0,0,8007.8403421,8007.8403421,46,9,1,0
23,1992,7.5999999,0,0,33880.02851,33861.724875,20,7,1,.018303635068
23,1992,7.5999999,0,0,411.83178902,0,33,0,0,.4118317890199999
23,1992,7.5999999,0,0,33880.02851,33861.724875,23,7,1,.018303635068
23,1992,7.5999999,0,0,37490.420527,31436.493229,26,7,1,6.0539272986
23,1992,7.5999999,1,1,26494.511761,16015.680684,26,10,1,10.478831076
23,1992,7.5999999,0,0,7893.442623,7893.442623,37,11,1,0
23,1992,7.5999999,0,0,37857.637206,35282.544547,26,11,1,2.5750926586
23,1992,7.5999999,5,1,9197.5766215,0,29,9,0,9.1975766215
23,1992,7.5999999,0,0,22546.646472,8492.8866714,52,11,1,14.0537598
23,1992,7.5999999,0,1,30887.384177,30887.384177,43,11,1,0
31,1992,7.3000002,1,0,27438.292944,0,29,9,0,27.438292944
31,1992,7.3000002,4,0,3356.4290805,0,29,10,0,3.3564290805
31,1992,7.3000002,2,0,11439.771917,11439.771917,30,9,1,0
31,1992,7.3000002,1,0,24938.70278,22421.952958,43,10,1,2.5167498218
31,1992,7.3000002,2,0,9266.215253,1258.3749109,20,10,1,8.0078403421
31,1992,7.3000002,0,0,0,0,36,10,0,0
31,1992,7.3000002,6,1,11078.275125,0,44,7,0,11.078275125
31,1992,7.3000002,3,1,5884.6186743,915.18175339,34,9,0,4.9694369209
31,1992,7.3000002,6,1,7547.961511,835.1033499599999,37,7,0,6.7128581611
31,1992,7.3000002,1,1,2754.6970777,130.41339986,30,11,1,2.6242836778
31,1992,7.3000002,2,0,14871.703493,11439.771917,26,10,1,3.4319315752
31,1992,7.3000002,0,0,11756.653599,11754.365645,53,7,1,.0022879543835
31,1992,7.3000002,2,0,14070.919458,8579.828938000001,40,11,1,5.4910905203
31,1992,7.3000002,2,0,6471.4789736,2974.3406985,35,9,0,3.4971382751
31,1992,7.3000002,3,0,20937.070563,16015.680684,25,10,1,4.921389878799999
31,1992,7.3000002,6,0,5356.1012117,915.18175339,35,10,1,4.4409194583
31,1992,7.3000002,1,0,7959.7933001,2859.9429793,41,10,0,5.099850320700001
31,1992,7.3000002,1,0,0,0,25,9,0,0
31,1992,7.3000002,4,0,16473.271561,0,31,10,0,16.473271561
31,1992,7.3000002,1,1,10295.794726,10295.794726,40,11,1,0
31,1992,7.3000002,5,1,6822.6799715,0,36,11,0,6.822679971499999
31,1992,7.3000002,0,0,8007.8403421,1143.9771917,53,3,1,6.8638631504
31,1992,7.3000002,2,1,4585.0605845,0,29,11,0,4.5850605845
31,1992,7.3000002,2,0,5024.3478261,0,23,10,0,5.0243478261
31,1992,7.3000002,0,1,33884.604419,23222.736992,40,11,1,10.661867427
31,1992,7.3000002,1,0,5932.6657163,2158.6849608,50,10,0,3.7739807555
31,1992,7.3000002,0,0,26471.632217,26471.632217,30,9,1,0
31,1992,7.3000002,0,0,7733.2858161,7733.2858161,43,3,1,0
31,1992,7.3000002,0,0,11096.57876,0,50,0,0,11.09657876
31,1992,7.3000002,0,1,47049.493942,41755.167498,54,10,1,5.2943264433
31,1992,7.3000002,3,1,22879.543835,22879.543835,29,11,1,0
31,1992,7.3000002,2,1,28681.796151,28574.262295,39,11,1,.10753385602
31,1992,7.3000002,0,0,31033.813257,31033.813257,45,10,1,0
31,1992,7.3000002,0,1,25835.580898,3033.8275125,38,0,0,22.801753386
31,1992,7.3000002,0,1,12174.205274,10924.982181,44,3,1,1.2492230934
31,1992,7.3000002,3,0,1372.7726301,1372.7726301,25,9,1,0
31,1992,7.3000002,0,0,20154.590164,5719.8859587,48,11,0,14.434704205
31,1992,7.3000002,3,1,11297.918746,6863.8631504,27,11,1,4.4340555952
31,1992,7.3000002,1,0,16587.66928,8579.828938000001,35,11,1,8.0078403421
31,1992,7.3000002,0,0,1486.0263721,0,50,11,0,1.4860263721
31,1992,7.3000002,2,0,14771.0335,11439.771917,32,11,1,3.3312615823
31,1992,7.3000002,2,0,20376.521739,13727.726301,26,10,1,6.6487954383
31,1992,7.3000002,3,0,5630.6557377,0,42,9,0,5.6306557377
31,1992,7.3000002,0,0,25625.089095,24824.305061,24,7,0,.80078403421
31,1992,7.3000002,3,0,4003.9201711,0,33,9,0,4.0039201711
31,1992,7.3000002,0,0,27913.043478,25167.498218,20,11,0,2.7455452602
31,1992,7.3000002,1,0,23022.540984,22879.543835,43,11,1,.14299714897
31,1992,7.3000002,0,0,18303.635068,18303.635068,25,11,1,0
31,1992,7.3000002,2,1,3831.1796151,0,26,11,0,3.8311796151
31,1992,7.3000002,2,1,6662.5231646,1070.7626515,37,10,0,5.5917605132
31,1992,7.3000002,0,0,0,0,42,11,0,0
31,1992,7.3000002,0,0,2882.8225232,0,49,7,0,2.8828225232
31,1992,7.3000002,1,0,17253.464006,16015.680684,50,10,1,1.2377833215
31,1992,7.3000002,2,0,5271.4468995,0,35,11,0,5.2714468995
31,1992,7.3000002,1,0,4333.3856023,0,23,11,0,4.3333856023
31,1992,7.3000002,5,0,8415.0962224,0,42,11,0,8.415096222399999
31,1992,7.3000002,0,0,57012.391304,4118.3178902,46,11,0,52.894073414
31,1992,7.3000002,3,1,12286.315039,0,29,9,0,12.286315039
31,1992,7.3000002,2,0,13727.726301,13727.726301,35,9,1,0
31,1992,7.3000002,3,0,6863.8631504,3431.9315752,26,10,1,3.4319315752
31,1992,7.3000002,1,0,15741.126158,0,45,11,0,15.741126158
31,1992,7.3000002,0,0,16536.190306,16473.271561,35,10,1,.062918745545
31,1992,7.3000002,2,0,2011.1119031,2011.1119031,31,10,1,0
31,1992,7.3000002,2,0,13727.726301,13727.726301,25,11,1,0
31,1992,7.3000002,2,1,4342.5374198,0,23,11,0,4.3425374198
31,1992,7.3000002,1,0,3761.3970064,0,24,10,0,3.7613970064
31,1992,7.3000002,1,0,11406.596579,0,35,10,0,11.406596579
31,1992,7.3000002,2,0,16473.271561,0,41,10,0,16.473271561
31,1992,7.3000002,0,0,4575.9087669,4575.9087669,21,11,1,0
31,1992,7.3000002,2,0,17502.851033,17159.657876,34,10,1,.34319315752
31,1992,7.3000002,3,0,2345.1532431,0,23,10,0,2.3451532431
31,1992,7.3000002,0,0,9366.885245900001,0,38,11,0,9.366885245900001
31,1992,7.3000002,0,0,26311.47541,26311.47541,46,11,1,0
31,1992,7.3000002,0,0,11439.771917,11439.771917,31,11,1,0
31,1992,7.3000002,3,0,4585.0605845,0,30,11,0,4.5850605845
31,1992,7.3000002,0,0,1143.9771917,1143.9771917,51,10,1,0
31,1992,7.3000002,0,0,16387.473272,16015.680684,51,10,1,.37179258731
31,1992,7.3000002,0,0,5557.4411974,0,29,10,0,5.5574411974
31,1992,7.3000002,0,1,14871.703493,14871.703493,26,11,1,0
31,1992,7.3000002,0,0,7829.3799002,7012.5801853,20,11,1,.8167997149
32,1992,6.5999999,0,0,30887.384177,30887.384177,54,10,1,0
32,1992,6.5999999,2,0,2379.4725588,0,21,10,0,2.3794725588
32,1992,6.5999999,0,1,21335.174626,17159.657876,44,10,1,4.1755167498
32,1992,6.5999999,0,1,34583.574483,34319.315752,50,11,1,.26425873129
32,1992,6.5999999,2,0,10492.558803,9151.817533900001,27,10,1,1.3407412687
32,1992,6.5999999,1,0,3628.6956522,2859.9429793,20,11,1,.7687526728399999
32,1992,6.5999999,4,1,4175.5167498,0,26,11,0,4.1755167498
32,1992,6.5999999,2,0,24938.70278,21735.566643,31,11,1,3.2031361368
32,1992,6.5999999,1,0,81598.749109,81118.278689,20,9,0,.48047042053
32,1992,6.5999999,5,0,5678.7027798,0,25,10,0,5.6787027798
32,1992,6.5999999,1,0,12084.975053,0,50,7,0,12.084975053
32,1992,6.5999999,1,0,5431.6037063,2287.9543835,38,7,0,3.1436493229
32,1992,6.5999999,0,0,22397.929437,18760.081967,29,11,1,3.6378474697
32,1992,6.5999999,0,0,18303.635068,18303.635068,29,11,1,0
32,1992,6.5999999,0,0,11439.771917,11439.771917,53,9,1,0
32,1992,6.5999999,0,1,34583.574483,34319.315752,22,10,1,.26425873129
32,1992,6.5999999,2,0,4585.0605845,0,26,10,0,4.5850605845
32,1992,6.5999999,0,0,6232.3877406,0,23,11,0,6.2323877406
32,1992,6.5999999,2,1,6890.1746258,2936.5894512,33,11,1,3.9535851746
32,1992,6.5999999,3,0,3431.9315752,3431.9315752,30,9,1,0
32,1992,6.5999999,0,0,2631.147541,2631.147541,32,10,1,0
32,1992,6.5999999,2,0,7857.97933,0,38,10,0,7.85797933
32,1992,6.5999999,0,0,31116.179615,31116.179615,21,11,1,0
33,1992,7.5999999,5,1,7481.6108339,0,29,11,0,7.4816108339
33,1992,7.5999999,1,1,3679.0306486,0,38,9,0,3.6790306486
33,1992,7.5999999,3,1,6635.067712,0,39,11,0,6.635067712
33,1992,7.5999999,0,1,2885.1104775,0,48,10,0,2.8851104775
33,1992,7.5999999,0,1,2885.1104775,0,45,10,0,2.8851104775
33,1992,7.5999999,3,1,5683.2786885,0,28,10,0,5.6832786885
33,1992,7.5999999,2,1,5820.5559515,851.11903065,34,7,0,4.9694369209
33,1992,7.5999999,1,0,5401.8602994,1830.3635068,22,10,1,3.5714967926
33,1992,7.5999999,3,0,4392.8724163,0,29,10,0,4.392872416299999
33,1992,7.5999999,5,1,32261.300784,32260.156807,31,7,1,.0011439771917
33,1992,7.5999999,0,1,18761.225944,13727.726301,38,7,1,5.0334996436
33,1992,7.5999999,3,1,18080.559515,15100.498931,46,11,1,2.9800605845
33,1992,7.5999999,3,1,22884.119743,17736.222381,37,7,1,5.1478973628
33,1992,7.5999999,1,1,5669.5509622,0,51,11,0,5.6695509622
33,1992,7.5999999,0,1,10066.999287,6863.8631504,48,7,0,3.2031361368
33,1992,7.5999999,0,0,1746.8531718,1647.3271561,52,7,1,.099526015681
33,1992,7.5999999,3,1,25625.089095,25625.089095,33,11,1,0
33,1992,7.5999999,0,0,5663.8310763,0,52,10,0,5.6638310763
33,1992,7.5999999,1,0,0,0,30,9,0,0
33,1992,7.5999999,4,1,5765.6450463,0,30,11,0,5.7656450463
33,1992,7.5999999,0,1,16509.878831,0,41,11,0,16.509878831
33,1992,7.5999999,1,0,46740.6201,40039.201711,34,9,1,6.7014183892
33,1992,7.5999999,0,1,26357.234498,26357.234498,29,3,1,0
33,1992,7.5999999,1,1,6749.4654312,6749.4654312,33,11,1,0
33,1992,7.5999999,0,1,32832.145403,14871.703493,30,11,1,17.96044191
33,1992,7.5999999,2,1,15727.398432,5651.2473272,29,10,0,10.076151105
33,1992,7.5999999,3,1,5546.0014255,0,36,10,0,5.5460014255
33,1992,7.5999999,3,1,8916.158232399999,0,42,11,0,8.916158232399999
33,1992,7.5999999,1,1,1450.5630791,1143.9771917,39,11,0,.30658588738
33,1992,7.5999999,0,1,4261.3150392,4261.3150392,31,7,1,0
33,1992,7.5999999,3,1,3181.4005702,0,24,11,0,3.1814005702
33,1992,7.5999999,1,0,46740.6201,40039.201711,53,7,0,6.7014183892
33,1992,7.5999999,0,1,5010.6200998,0,21,10,0,5.010620099800001
33,1992,7.5999999,4,1,6301.0263721,0,28,11,0,6.3010263721
33,1992,7.5999999,2,0,5100.9942979,480.47042053,31,7,1,4.6205238774
33,1992,7.5999999,0,1,26494.511761,24023.521026,45,7,1,2.4709907341
33,1992,7.5999999,0,1,37751.247327,37751.247327,43,7,1,0
33,1992,7.5999999,2,0,18372.273699,14871.703493,22,11,1,3.5005702067
33,1992,7.5999999,0,1,4578.1967213,0,25,11,0,4.578196721299999
33,1992,7.5999999,0,1,0,0,43,11,0,0
33,1992,7.5999999,2,1,14919.750535,14871.703493,34,11,1,.048047042053
33,1992,7.5999999,1,0,1044.4511761,0,21,7,0,1.0444511761
33,1992,7.5999999,2,0,9250.1995723,835.1033499599999,39,11,0,8.415096222399999
33,1992,7.5999999,0,0,13635.064148,0,54,7,0,13.635064148
33,1992,7.5999999,0,1,3679.0306486,0,43,11,0,3.6790306486
33,1992,7.5999999,2,1,4308.2181041,1106.2259444,34,11,1,3.2019921597
33,1992,7.5999999,1,0,8923.0220955,8007.8403421,25,11,1,.9151817533900001
33,1992,7.5999999,0,1,24732.786885,13613.328582,51,11,1,11.119458304
33,1992,7.5999999,0,0,25580.473984,9151.817533900001,37,0,0,16.42865645
33,1992,7.5999999,2,1,5038.0755524,0,32,7,0,5.0380755524
33,1992,7.5999999,0,1,152259.93229,140607.38061,52,7,1,11.652551675
33,1992,7.5999999,1,1,4969.4369209,0,38,7,0,4.9694369209
33,1992,7.5999999,4,1,5628.3677833,0,25,10,0,5.6283677833
33,1992,7.5999999,0,1,18303.635068,18303.635068,43,11,1,0
33,1992,7.5999999,0,0,6156.8852459,0,31,10,0,6.1568852459
33,1992,7.5999999,0,1,21735.566643,21735.566643,23,11,1,0
33,1992,7.5999999,3,1,8916.158232399999,0,23,11,0,8.916158232399999
33,1992,7.5999999,0,0,31183.674269,19104.419102,50,10,0,12.079255167
33,1992,7.5999999,1,1,17159.657876,17159.657876,35,9,1,0
33,1992,7.5999999,2,1,5296.6143977,823.66357805,33,11,1,4.472950819699999
33,1992,7.5999999,2,0,6349.0734141,22.879543835,33,9,0,6.3261938703
33,1992,7.5999999,3,1,5697.0064148,0,27,11,0,5.6970064148
33,1992,7.5999999,0,0,0,0,44,9,0,0
33,1992,7.5999999,0,1,21083.499644,0,27,9,0,21.083499644
33,1992,7.5999999,1,1,3020.0997862,0,29,11,0,3.0200997862
33,1992,7.5999999,1,0,2001.9600855,285.99429793,24,11,1,1.7159657876
33,1992,7.5999999,1,1,3679.0306486,0,36,7,0,3.6790306486
33,1992,7.5999999,0,0,7801.9244476,0,36,10,0,7.8019244476
33,1992,7.5999999,0,0,16252.483963,14871.703493,32,11,1,1.3807804704
33,1992,7.5999999,0,1,90980.506058,56169.280114,50,7,1,34.811225944
33,1992,7.5999999,0,1,21701.247327,21506.771205,50,7,1,.19447612259
33,1992,7.5999999,2,1,5838.8595866,0,22,9,0,5.8388595866
33,1992,7.5999999,1,1,2059.1589451,2059.1589451,43,11,1,0
33,1992,7.5999999,6,1,7879.7148967,0,22,9,0,7.8797148967
33,1992,7.5999999,0,0,0,0,47,11,0,0
33,1992,7.5999999,2,1,4969.4369209,0,29,11,0,4.9694369209
33,1992,7.5999999,2,1,12034.640057,12034.640057,42,9,1,0
33,1992,7.5999999,0,0,7552.5374198,0,36,10,0,7.5525374198
33,1992,7.5999999,3,1,9515.6022808,0,28,9,0,9.5156022808
33,1992,7.5999999,0,1,26357.234498,26357.234498,20,11,1,0
33,1992,7.5999999,1,0,9401.2045617,0,41,9,0,9.4012045617
33,1992,7.5999999,0,1,37475.548824,37424.06985,29,11,1,.051478973628
33,1992,7.5999999,0,1,8391.0727014,0,37,0,0,8.391072701400001
33,1992,7.5999999,0,1,0,0,30,7,0,0
33,1992,7.5999999,1,0,6452.0313614,4164.0769779,25,10,1,2.2879543835
33,1992,7.5999999,0,1,0,0,27,9,0,0
33,1992,7.5999999,2,1,19333.21454,14871.703493,38,10,1,4.461511047799999
33,1992,7.5999999,0,1,12977.277263,0,49,10,0,12.977277263
33,1992,7.5999999,0,1,9609.4084105,9609.4084105,38,0,1,0
33,1992,7.5999999,5,1,623.46756949,0,24,11,0,.6234675694899999
